invoice_date,purchases,unique_invoices,total_views,unique_streams,revenue
2018-10-25,1,1,4,1,1.9500000000000002
2018-10-26,113,2,1058,106,299.2699999999998
2018-10-28,29,2,211,28,138.55
2018-10-29,22,1,204,22,69.99999999999999
2018-10-30,57,2,408,57,254.07999999999984
2018-10-31,32,1,248,32,96.35000000000002
2018-11-01,34,4,343,34,68.81000000000002
2018-11-02,131,7,1118,117,498.7199999999996
2018-11-04,35,1,303,35,106.56000000000002
2018-11-05,69,6,672,66,242.49000000000004
2018-11-06,7,1,17,7,33.75
2018-11-07,24,3,166,24,109.49999999999999
2018-11-09,88,4,733,79,341.80999999999995
2018-11-12,46,4,419,45,150.56000000000003
2018-11-13,33,4,255,31,132.57000000000002
2018-11-15,25,4,216,23,115.81000000000002
2018-11-16,22,3,123,20,134.4
2018-11-18,39,2,333,38,141.30999999999997
2018-11-19,60,2,496,58,217.54999999999995
2018-11-20,13,1,88,13,53.57000000000001
2018-11-23,74,3,615,71,312.57999999999976
2018-11-25,83,3,764,77,273.19999999999976
2018-11-26,3,1,25,3,29.9
2018-11-27,106,6,946,81,302.0699999999998
2018-11-28,58,2,353,27,187.63999999999996
2018-11-29,24,2,174,12,103.89999999999999
2018-11-30,42,3,317,19,231.68
2018-12-02,238,4,2260,107,747.1600000000011
2018-12-03,30,2,181,15,113.66
2018-12-04,34,1,224,17,220.49999999999994
2018-12-05,16,2,159,8,89.3
2018-12-06,80,5,583,36,328.35999999999996
2018-12-07,48,2,518,47,158.30999999999997
2018-12-10,6,3,12,2,37.35
2018-12-12,6,1,12,6,31.3
2018-12-13,1,1,4,1,1.65
2018-12-14,115,9,1083,93,512.7999999999997
2018-12-16,24,1,240,24,73.26
2018-12-17,27,2,114,26,120.27
2018-12-20,77,3,707,75,235.62999999999997
2019-01-02,17,2,33,17,71.49000000000001
2019-01-03,1,1,4,1,1.65
2019-01-04,228,4,1966,194,635.9399999999997
2019-01-07,22,3,166,21,83.58999999999999
2019-01-08,9,1,87,9,29.91
2019-01-09,12,2,74,12,50.95
2019-01-10,7,1,58,7,46.00000000000001
2019-01-11,32,3,218,28,162.07999999999998
2019-01-14,76,2,542,75,256.6099999999998
2019-01-15,10,1,83,10,29.390000000000008
2019-01-16,3,1,31,3,20.5
2019-01-18,6,1,8,6,19.599999999999998
2019-01-21,82,3,805,77,253.04999999999973
2019-01-22,83,4,746,78,221.33999999999983
2019-01-23,64,2,630,62,159.95000000000002
2019-01-24,42,4,334,39,159.33
2019-01-25,11,1,9,11,27.830000000000002
2019-01-28,121,4,884,106,477.94999999999993
2019-01-29,15,3,70,15,93.25000000000001
2019-01-30,2,2,4,2,14.85
2019-01-31,48,4,350,45,211.84999999999994
2019-02-01,4,1,12,4,44.95
2019-02-04,15,1,34,15,36.49
2019-02-05,15,3,27,15,80.33999999999999
2019-02-06,13,1,138,13,33.31
2019-02-07,22,2,193,22,75.53
2019-02-08,58,2,489,57,257.9999999999999
2019-02-11,41,3,326,39,140.78
2019-02-14,16,2,112,15,71.41
2019-02-15,5,1,70,5,7.4
2019-02-18,35,3,346,34,143.87000000000003
2019-02-20,14,1,128,14,51.74000000000001
2019-02-22,47,2,420,43,166.20000000000005
2019-02-26,14,1,139,14,38.73
2019-02-28,28,2,256,27,96.26000000000002
2019-03-04,47,3,302,46,207.03999999999994
2019-03-05,50,3,408,44,199.65999999999985
2019-03-08,62,2,521,61,191.66999999999993
2019-03-11,3,1,7,3,16.4
2019-03-13,11,1,50,11,85.05000000000001
2019-03-14,64,3,584,58,229.88999999999996
2019-03-15,76,5,713,67,255.62999999999982
2019-03-17,14,2,96,13,80.04000000000002
2019-03-19,75,3,699,72,198.33999999999986
2019-03-21,7,3,12,7,27.15
2019-03-22,73,4,570,68,278.8499999999999
2019-03-24,1,1,3,1,1.25
2019-03-25,57,4,580,52,155.36999999999998
2019-03-27,14,2,75,12,60.64000000000001
2019-03-28,8,2,45,8,64.12
2019-03-29,10,1,78,10,40.089999999999996
2019-04-01,28,2,285,28,80.69
2019-04-02,7,2,19,7,21.95
2019-04-03,1,1,1,1,0.39
2019-04-04,24,1,237,24,62.58000000000001
2019-04-05,71,3,691,71,183.96999999999994
2019-04-08,42,2,371,41,139.82999999999996
2019-04-11,108,7,894,99,463.8199999999998
2019-04-15,2,2,4,1,445.5
2019-04-16,81,4,660,75,345.78
2019-04-17,14,1,111,14,54.14
2019-04-18,23,2,191,22,96.05000000000001
2019-04-23,9,1,14,9,18.0
2019-04-24,34,1,338,34,92.30000000000001
2019-04-25,8,1,77,8,38.27000000000001
2019-04-28,33,1,335,33,80.27000000000002
2019-04-30,3,1,6,3,4.65
2019-05-01,37,4,387,33,94.05999999999997
2019-05-02,10,2,69,9,80.64
2019-05-03,10,2,80,10,12.64
2019-05-06,37,2,310,37,108.56000000000003
2019-05-07,25,2,228,24,115.37
2019-05-08,18,2,166,18,47.720000000000006
2019-05-09,161,6,1755,140,935.3500000000008
2019-05-10,18,2,136,18,69.46
2019-05-14,39,2,372,38,107.53
2019-05-16,101,7,849,90,366.69999999999993
2019-05-17,2,1,7,2,29.9
2019-05-19,97,2,820,95,268.3599999999999
2019-05-20,54,6,421,45,211.05999999999995
2019-05-21,15,1,121,15,60.2
2019-05-23,54,5,424,47,191.28999999999996
2019-05-24,38,1,248,38,143.98000000000002
2019-05-26,30,1,244,30,118.09000000000003
2019-05-28,5,2,17,5,33.29
2019-05-29,40,3,343,36,116.90000000000003
2019-05-30,180,4,834,162,414.16999999999996
2019-05-31,4,1,23,4,26.15
2019-06-02,57,2,446,51,177.08999999999997
2019-06-03,29,2,172,29,102.10000000000001
2019-06-04,7,1,19,7,7.5600000000000005
2019-06-06,12,2,73,11,89.17999999999999
2019-06-07,9,1,94,9,69.7
2019-06-09,13,1,144,13,37.209999999999994
2019-06-10,113,3,995,94,371.5399999999998
2019-06-13,13,3,141,13,45.459999999999994
2019-06-17,88,3,817,84,254.5
2019-06-18,24,1,244,24,58.01000000000001
2019-06-20,16,1,109,16,52.36000000000001
2019-06-21,9,1,73,9,48.89
2019-06-23,1,1,15,1,2.95
2019-06-27,62,3,614,59,159.78
2019-06-28,10,2,52,10,51.88999999999999
2019-07-01,63,4,592,61,941.46
2019-07-04,61,5,513,55,175.46000000000006
2019-07-05,61,2,552,60,157.74
2019-07-09,37,3,351,35,66.22000000000001
2019-07-10,12,1,94,12,64.88000000000001
2019-07-11,29,3,365,29,76.63000000000001
2019-07-12,41,2,361,40,189.47
2019-07-14,9,1,82,9,42.83
2019-07-16,156,7,1246,144,466.8899999999996
2019-07-17,57,2,467,53,186.66000000000003
2019-07-18,68,2,560,65,242.4899999999999
2019-07-19,40,1,348,40,135.53000000000003
2019-07-21,43,1,414,43,90.57000000000002
2019-07-22,64,2,549,62,188.35999999999993
2019-07-23,5,2,8,5,27.749999999999996
2019-07-24,9,1,115,9,32.0
2019-07-25,17,1,122,17,73.26
2019-07-26,5,1,10,5,54.24
2019-07-29,63,1,555,63,191.23000000000002
2019-07-30,73,3,608,67,198.40999999999997
2019-07-31,13,1,116,13,18.480000000000004
