invoice_date,purchases,unique_invoices,total_views,unique_streams,revenue
2019-03-29,13,3,138,13,32.22
2019-04-01,28,2,212,27,217.70000000000002
2019-04-02,2,2,3,1,2272.6
2019-04-04,24,1,185,24,90.29999999999998
2019-04-08,1,1,2,1,12.75
2019-04-11,32,2,241,31,143.15999999999997
2019-04-14,31,2,265,31,91.69000000000001
2019-04-15,2,1,2,2,12.25
2019-04-17,18,1,148,18,76.05000000000001
2019-04-18,45,2,255,45,146.05
2019-04-23,28,1,84,26,58.70000000000001
2019-04-24,1,1,2,1,5.95
2019-04-25,8,1,64,8,37.85
2019-04-30,52,6,518,47,153.97000000000003
2019-05-02,11,1,100,11,38.60000000000001
2019-05-05,63,2,642,62,152.96
2019-05-06,28,3,266,27,82.82
2019-05-07,30,1,298,30,57.40000000000001
2019-05-08,98,2,648,93,381.23999999999995
2019-05-09,12,1,93,12,51.84000000000001
2019-05-10,53,3,445,50,204.94000000000003
2019-05-12,10,1,122,10,26.650000000000006
2019-05-13,25,3,227,23,135.34
2019-05-14,45,1,433,45,136.61
2019-05-15,28,3,233,26,160.59000000000006
2019-05-16,52,2,439,48,154.96000000000004
2019-05-17,16,2,124,16,99.75000000000003
2019-05-19,45,2,292,41,208.3299999999999
2019-05-20,20,1,204,20,43.85000000000001
2019-05-21,13,1,112,13,42.72999999999999
2019-05-22,62,3,560,55,215.97000000000006
2019-05-23,25,2,240,25,94.5
2019-05-24,21,1,157,21,81.10999999999997
2019-05-28,19,2,153,19,81.46
2019-06-02,69,3,723,66,246.73999999999995
2019-06-03,18,1,115,18,70.4
2019-06-05,98,5,832,59,217.47000000000006
2019-06-06,56,2,449,55,182.18999999999997
2019-06-07,3,1,38,3,23.1
2019-06-09,14,1,116,14,36.41
2019-06-10,97,3,800,88,379.26999999999987
2019-06-12,78,5,625,73,266.8299999999999
2019-06-13,28,1,261,28,73.47999999999999
2019-06-14,24,2,221,24,101.18999999999998
2019-06-16,7,1,63,7,28.32999999999999
2019-06-17,22,2,207,21,88.09000000000003
2019-06-18,12,1,108,12,40.86
2019-06-19,34,2,312,32,90.12
2019-06-21,31,1,317,31,84.15
2019-06-24,10,1,98,10,33.749999999999986
2019-06-25,8,1,84,8,26.619999999999997
2019-06-27,1,1,4,1,1.25
2019-06-28,26,2,252,25,79.74999999999997
2019-07-01,16,1,180,16,46.43000000000001
2019-07-02,33,2,286,33,118.35000000000001
2019-07-03,60,1,487,60,153.84000000000003
2019-07-05,66,3,523,63,207.43
2019-07-08,32,2,217,31,132.39000000000001
2019-07-09,71,4,524,67,256.95999999999987
2019-07-10,10,1,114,10,159.4
2019-07-14,6,1,47,6,33.05
2019-07-15,42,2,448,42,132.25000000000003
2019-07-16,5,1,33,5,28.7
2019-07-18,2,1,5,2,29.7
2019-07-21,24,1,223,24,60.52
2019-07-24,13,1,106,13,50.74
2019-07-25,2,1,6,2,29.7
2019-07-26,45,1,411,45,104.3
2019-07-30,5,1,52,5,8.25
2019-07-31,8,1,77,8,27.71
