invoice_date,purchases,unique_invoices,total_views,unique_streams,revenue
2018-01-28,1244,53,6146,723,3462.619999999986
2018-01-29,1258,71,5185,795,5286.950999999987
2018-01-30,1040,53,5982,670,2957.8999999999896
2018-01-31,1442,143,6276,899,5672.7909999999865
2018-02-01,1551,139,7915,878,4645.71999999997
2018-02-02,1030,145,5383,686,4173.32999999999
2018-02-04,742,31,2761,517,2059.9800000000027
2018-02-05,1204,64,5245,738,4642.319999999985
2018-02-06,784,47,4454,543,2815.789999999997
2018-02-07,861,35,2764,617,3983.15999999998
2018-02-08,766,92,3959,504,2480.8099999999986
2018-02-09,757,70,3570,583,2792.809999999989
2018-02-11,1157,49,6119,698,3437.549999999985
2018-02-12,710,46,5475,459,2084.441000000005
2018-02-13,1879,105,8774,1073,7831.599999999976
2018-02-14,945,58,5964,618,2971.8899999999912
2018-02-15,1319,84,7601,765,3905.0299999999747
2018-02-16,1634,64,5494,923,7938.450000000003
2018-02-18,931,58,3924,598,3171.4009999999807
2018-02-19,1070,79,7473,668,3491.9899999999875
2018-02-20,1092,75,5877,721,3843.9399999999846
2018-02-21,1201,113,5321,775,4674.940999999984
2018-02-22,1531,88,9235,861,5088.36999999996
2018-02-23,999,61,4627,695,7474.590999999987
2018-02-25,1251,55,5318,726,3800.0899999999765
2018-02-26,1162,93,6374,775,4292.199999999971
2018-02-27,1480,129,6471,927,6257.639999999987
2018-02-28,1597,71,8869,962,5528.219999999962
2018-03-01,1801,95,10659,971,7018.009999999961
2018-03-02,1133,77,5336,705,4574.199999999978
2018-03-04,1675,65,7347,1028,5884.589999999963
2018-03-05,1866,100,8016,1036,9343.649999999949
2018-03-06,1153,97,6259,749,6179.929999999971
2018-03-07,1525,77,7997,909,5986.599999999977
2018-03-08,1295,75,6396,855,5351.309999999986
2018-03-09,821,46,4337,612,3330.480000000002
2018-03-11,640,24,2621,436,1763.770000000003
2018-03-12,1550,73,5966,933,7081.800999999985
2018-03-13,1335,86,6804,808,5005.4999999999745
2018-03-14,1226,52,7133,749,4041.6699999999687
2018-03-15,1401,91,8140,790,5826.539999999972
2018-03-16,1288,82,6393,715,13837.489999999993
2018-03-18,1367,62,6689,791,3901.469999999978
2018-03-19,1462,99,7552,866,6293.399999999969
2018-03-20,1265,76,6213,736,52280.03999999941
2018-03-21,1391,102,7029,804,6807.4799999999805
2018-03-22,1692,100,8640,885,18308.93000000013
2018-03-23,1186,74,5995,784,4234.210000000001
2018-03-25,1838,60,9368,904,4761.22999999998
2018-03-26,1968,94,9488,1028,8582.629999999968
2018-03-27,1799,103,9317,989,7089.399999999958
2018-03-28,1890,85,8976,954,7832.739999999961
2018-03-29,1525,105,7777,883,6173.909999999965
2018-04-03,1092,66,5547,694,3815.87999999997
2018-04-04,1273,63,6649,806,4675.699999999969
2018-04-05,1963,92,10736,1003,7155.569999999963
2018-04-06,795,52,4327,545,3124.4299999999903
2018-04-08,1030,41,5379,625,2992.3699999999935
2018-04-09,859,76,5430,550,2668.159999999992
2018-04-10,1236,86,5945,729,4001.2199999999807
2018-04-11,986,58,6374,577,3009.919999999994
2018-04-12,1135,87,7243,648,24186.760000000093
2018-04-13,743,43,4618,528,2220.370000000004
2018-04-15,1380,49,5849,732,4765.129999999966
2018-04-16,3002,79,10716,1222,15214.319999999901
2018-04-17,1444,73,7331,801,13570.100000000068
2018-04-18,1045,72,5592,664,3978.8999999999737
2018-04-19,1403,121,8763,768,16626.530000000024
2018-04-20,1126,66,6472,658,5757.709999999989
2018-04-22,1263,48,5678,700,4104.499999999977
2018-04-23,1788,113,7749,896,7792.659999999951
2018-04-24,1642,103,10822,835,5421.799999999966
2018-04-25,1633,72,9976,860,5386.8199999999815
2018-04-26,1874,98,9783,987,-45645.3290000005
2018-04-27,1165,89,5409,707,5924.339999999967
2018-04-29,789,40,4096,505,2458.2699999999963
2018-05-01,1292,89,6230,756,6558.5899999999865
2018-05-02,1505,112,7223,804,6829.629999999973
2018-05-03,1571,111,7929,842,5986.119999999973
2018-05-04,1318,86,9096,800,4065.399999999972
2018-05-06,1584,60,7027,832,4560.439999999967
2018-05-07,1499,113,8178,869,7791.989999999982
2018-05-08,1614,174,9081,952,5861.499999999973
2018-05-09,1194,124,6764,768,4279.069999999982
2018-05-10,1304,88,6709,748,5160.6399999999685
2018-05-11,939,101,4712,588,3824.1199999999835
2018-05-13,1470,45,5261,825,4511.3799999999665
2018-05-14,1403,143,7092,823,4783.369999999963
2018-05-15,1485,87,6550,816,5745.86999999996
2018-05-16,1213,76,6033,716,4344.929999999987
2018-05-17,1549,83,8774,824,6271.669999999966
2018-05-18,1166,115,4471,768,5391.969999999981
2018-05-20,1221,50,6502,621,4210.039999999988
2018-05-21,1302,92,8853,732,5204.119999999982
2018-05-22,1343,149,7018,781,4746.969999999968
2018-05-23,1540,108,7472,785,7613.979999999965
2018-05-24,2027,98,11086,934,6246.2099999999655
2018-05-25,1245,95,6502,734,5509.609999999972
2018-05-27,804,35,3529,567,2380.0300000000034
2018-05-29,1190,51,5513,753,4108.379999999985
2018-05-30,944,51,4196,675,3566.190000000006
2018-05-31,1520,103,7061,905,6883.1399999999685
2018-06-01,1415,137,4896,872,7321.799999999991
2018-06-03,2168,74,9717,966,6899.399999999937
2018-06-04,2523,112,11491,1135,9096.92
2018-06-05,2070,117,9128,1060,12488.350000000155
2018-06-06,1398,91,8195,776,4472.809999999973
2018-06-07,1018,94,5921,588,4289.949999999974
2018-06-08,1651,97,8868,886,14499.60000000007
2018-06-10,1423,75,6985,817,4625.92999999997
2018-06-11,1457,69,6425,871,4963.159999999979
2018-06-12,1415,76,7422,829,7162.919999999975
2018-06-13,1771,90,9757,944,5965.73999999998
2018-06-14,1627,94,8007,791,73158.4499999996
2018-06-15,894,64,4643,576,3865.3199999999806
2018-06-17,423,25,1927,322,1507.030000000002
2018-06-18,1773,51,8328,1001,5770.819999999972
2018-06-19,908,39,4422,621,3696.0299999999747
2018-06-20,1068,63,6070,700,3835.269999999981
2018-06-21,1385,109,5823,704,9255.039999999963
2018-06-22,1164,50,5577,771,5369.149999999967
2018-06-24,1283,62,5699,757,4149.529999999977
2018-06-25,1517,67,7847,819,5556.589999999976
2018-06-26,1447,76,8526,844,5379.11999999997
2018-06-27,1665,131,8367,879,6374.779999999964
2018-06-28,1660,91,9853,858,5728.9599999999555
2018-06-29,818,48,4463,510,2416.829999999993
2018-07-01,680,22,2640,463,2285.5500000000006
2018-07-02,1778,117,10078,735,5926.13999999997
2018-07-03,1007,55,5333,641,4167.829999999997
2018-07-04,1572,92,7095,875,9593.009999999991
2018-07-05,1230,90,6897,759,3953.5799999999776
2018-07-06,798,49,3621,563,3530.9699999999975
2018-07-08,708,29,2533,497,2040.4600000000075
2018-07-09,1142,63,5215,707,5161.579999999984
2018-07-10,1027,59,4308,691,4329.0399999999845
2018-07-11,1244,98,5558,754,4899.679999999967
2018-07-12,1522,98,8893,826,10234.439999999993
2018-07-13,1125,123,6667,727,4074.7899999999736
2018-07-15,830,41,4149,562,2810.9699999999975
2018-07-16,1328,60,7715,749,-39092.100000000224
2018-07-17,1113,61,6516,645,4013.719999999969
2018-07-18,1190,78,6516,718,5547.929999999979
2018-07-19,1579,101,7312,813,7264.9799999999705
2018-07-20,933,50,5272,627,3171.249999999985
2018-07-22,1223,52,6846,724,3845.7299999999796
2018-07-23,1431,68,7984,787,5606.48999999997
2018-07-24,844,76,5600,588,3060.289999999988
2018-07-25,1253,82,7820,698,3920.2099999999764
2018-07-26,1846,93,8248,899,11075.99000000001
2018-07-27,701,63,4246,486,2958.209999999989
2018-07-29,886,39,4113,583,2734.4899999999952
2018-07-30,1174,70,6838,693,6417.43999999998
2018-07-31,1459,80,6591,841,7927.739999999962
2018-08-01,1357,61,7307,837,6084.149999999973
2018-08-02,1263,69,7491,724,3341.309999999988
2018-08-03,533,56,4064,393,1803.5900000000056
2018-08-05,889,46,4456,566,2509.719999999996
2018-08-06,783,70,4956,550,2315.1500000000046
2018-08-07,1656,52,5995,915,7307.749999999981
2018-08-08,985,47,4611,629,5391.599999999981
2018-08-09,1819,155,9584,944,8194.369999999964
2018-08-10,1465,100,7773,783,5729.449999999978
2018-08-12,990,59,5663,572,2922.7399999999893
2018-08-13,898,70,4804,628,3474.539999999999
2018-08-14,884,63,5966,604,2946.2100000000014
2018-08-15,1525,59,7881,932,5058.829999999985
2018-08-16,1365,75,7232,746,5068.489999999992
2018-08-17,1073,53,6235,717,3791.409999999988
2018-08-19,1279,59,7768,737,3751.3099999999777
2018-08-20,1030,56,6681,657,3185.6599999999844
2018-08-21,1086,68,7189,677,3480.6799999999866
2018-08-22,1546,98,9267,840,5987.0599999999695
2018-08-23,1528,93,8578,806,6807.259999999983
2018-08-24,918,46,4261,611,26392.430000000004
2018-08-26,812,40,5043,484,2302.290000000002
2018-08-28,1558,61,7044,867,6222.33999999999
2018-08-29,769,68,3569,544,3402.7299999999855
2018-08-30,1443,84,8327,818,4576.01999999997
2018-08-31,995,72,5395,638,3845.189999999982
2018-09-02,720,32,3797,473,2013.3200000000052
2018-09-03,1333,60,5595,779,5691.489999999962
2018-09-04,1048,50,5889,683,3718.6499999999905
2018-09-05,990,56,5739,645,3307.469999999984
2018-09-06,1335,90,6818,801,6463.579999999945
2018-09-07,968,47,5434,607,3633.2599999999884
2018-09-09,1245,47,5808,699,3639.8299999999786
2018-09-10,1917,102,8971,976,7615.530000000002
2018-09-11,1179,57,6640,728,3682.249999999979
2018-09-12,1183,83,6881,745,3691.0499999999784
2018-09-13,1445,109,7790,825,30369.511000000006
2018-09-14,1015,76,5619,669,4271.089999999985
2018-09-16,1958,59,8958,976,4999.0199999999595
2018-09-17,1638,88,9056,917,8397.07
2018-09-18,2204,130,14822,978,6889.419999999971
2018-09-19,1403,96,8147,663,5368.539999999977
2018-09-20,1920,95,12438,933,5572.229999999953
2018-09-21,1362,80,7638,758,9160.960000000046
2018-09-23,1459,74,8364,755,4197.749999999979
2018-09-24,2035,97,13246,983,38898.729999999705
2018-09-25,2598,163,14689,1166,9947.070000000125
2018-09-26,1838,121,12257,964,6030.539999999962
2018-09-27,1822,107,11802,916,14005.460000000014
2018-09-28,1567,74,8133,875,6509.77999999997
2018-09-30,1994,81,9763,896,6550.33999999995
2018-10-01,1946,90,12207,969,6847.389999999986
2018-10-02,2610,194,17363,1148,62415.039999999
2018-10-03,1166,67,8900,688,3808.9599999999923
2018-10-04,3415,153,16872,1316,13757.24000000024
2018-10-05,1886,89,10814,984,6897.489999999975
2018-10-07,1614,67,7943,845,4999.609999999954
2018-10-08,2255,116,12162,1084,6959.239999999947
2018-10-09,2324,135,13713,1117,7848.459999999961
2018-10-10,1881,90,10291,961,14631.130000000077
2018-10-11,1729,109,11660,935,6145.029999999997
2018-10-12,2147,129,11767,1038,28363.94999999998
2018-10-14,2682,79,12395,1117,7332.469999999929
2018-10-15,2700,168,11695,1214,10600.190000000117
2018-10-16,2104,87,10639,1059,8188.139999999989
2018-10-17,2417,113,12716,1078,-29762.21000000002
2018-10-18,1907,102,10030,1007,7169.759999999963
2018-10-19,2051,128,9206,1084,9013.59
2018-10-21,2259,82,10622,1008,6688.929999999943
2018-10-22,1832,98,9152,989,5546.12999999995
2018-10-23,2125,116,11526,1045,6853.299999999967
2018-10-24,1518,70,7401,860,5263.73999999996
2018-10-25,1448,103,6689,855,6409.159999999979
2018-10-26,1748,84,10241,929,6381.699999999966
2018-10-28,2621,85,11488,1130,7288.899999999952
2018-10-29,2135,101,9042,1131,9301.789999999995
2018-10-30,2169,165,11526,1067,7548.499999999944
2018-10-31,1847,132,8822,1002,6519.369999999966
2018-11-01,3614,207,18102,1385,13237.570000000145
2018-11-02,1596,124,7708,968,6208.849999999965
2018-11-04,2742,86,13217,1086,7408.069999999972
2018-11-05,2447,112,11872,1205,22800.790999999954
2018-11-06,2687,140,14712,1068,11268.44000000021
2018-11-07,3406,141,15142,1440,11903.620000000159
2018-11-08,3121,185,15701,1266,12084.880000000147
2018-11-09,2792,105,11345,1236,11694.250000000116
2018-11-11,2849,91,10698,1211,8128.599999999962
2018-11-12,3423,122,13987,1351,13073.92000000016
2018-11-13,2917,137,14961,1297,9902.540000000023
2018-11-14,2779,124,13869,1264,10694.721000000076
2018-11-15,2767,110,12867,1194,10349.540000000052
2018-11-16,2270,128,10709,1072,8210.899999999974
2018-11-18,3118,92,13237,1255,8270.469999999928
2018-11-19,3005,96,11968,1283,11934.310000000118
2018-11-20,3364,160,16559,1353,13055.550000000181
2018-11-21,3313,181,14719,1324,13489.870000000139
2018-11-22,3453,177,18331,1237,11494.190000000186
2018-11-23,2241,86,10167,1087,8913.589999999976
2018-11-25,2526,101,9368,1109,7556.879999999926
2018-11-26,3665,112,15547,1480,15412.480000000107
2018-11-27,2192,157,13301,927,7165.049999999969
2018-11-28,5898,135,24644,1326,24856.160000000204
2018-11-29,4188,163,26123,933,13504.960000000267
2018-11-30,4022,94,15815,1111,20626.019999999993
2018-12-02,4986,86,18131,1088,14212.140000000385
2018-12-03,7638,126,28444,1473,34715.89999999951
2018-12-04,5708,107,21601,1276,169539.61999999883
2018-12-05,4984,141,24566,1202,19080.82000000031
2018-12-06,5270,167,21446,1248,27164.94000000006
2018-12-07,2629,86,10594,1243,12300.300000000123
2018-12-09,1403,50,5052,767,3874.269999999974
2018-12-10,2257,80,10550,1166,12253.78
2018-12-11,1995,138,10770,993,8027.229999999973
2018-12-12,1273,94,8364,728,4661.809999999966
2018-12-13,1746,143,12139,923,5808.609999999962
2018-12-14,2816,52,7583,1308,16826.45000000006
2018-12-16,480,23,2172,361,1454.1800000000023
2018-12-17,1593,87,6083,906,7545.169999999974
2018-12-18,1466,60,4311,780,11841.350000000055
2018-12-19,250,20,1284,212,1908.6700000000026
2018-12-20,870,33,3375,733,3570.7999999999897
2019-01-01,1170,55,5472,828,4228.519999999985
2019-01-02,1628,65,7723,974,38781.33999999977
2019-01-03,1728,69,9301,985,6472.1799999999685
2019-01-04,1431,51,7343,902,4793.459999999996
2019-01-06,1043,47,5262,613,3265.8399999999883
2019-01-07,1795,53,7737,1038,7129.169999999987
2019-01-08,1361,76,7034,928,4894.309999999988
2019-01-09,1687,54,6719,1040,6943.439999999989
2019-01-10,1368,49,6158,918,5419.419999999999
2019-01-11,1264,47,5770,828,5904.009999999996
2019-01-13,646,29,2583,424,1854.5000000000043
2019-01-14,2416,50,9277,1157,9302.670000000053
2019-01-15,1362,47,4238,857,6132.519999999997
2019-01-16,1186,35,5335,875,4142.039999999984
2019-01-17,1390,47,5804,923,7793.719999999985
2019-01-18,1462,59,6296,945,6388.74
2019-01-20,867,29,3515,565,2551.5599999999936
2019-01-21,1279,53,5623,765,5831.5399999999945
2019-01-22,1489,76,7725,841,6002.10999999997
2019-01-23,1088,65,4999,692,4654.759999999982
2019-01-24,1335,77,7195,795,4693.879999999992
2019-01-25,871,93,4727,598,3465.6399999999844
2019-01-27,722,25,2934,488,2321.7200000000016
2019-01-28,1312,76,5712,769,5485.020000000003
2019-01-29,1445,77,7299,819,5015.739999999986
2019-01-30,1355,67,6209,783,5739.999999999981
2019-01-31,863,45,4802,540,3151.920000000007
2019-02-01,1080,68,5191,677,5757.7000000000035
2019-02-03,279,11,1209,220,799.4500000000008
2019-02-04,1142,46,5214,764,4376.769999999985
2019-02-05,1163,50,4998,742,5386.590000000004
2019-02-06,746,26,2852,533,3985.7600000000084
2019-02-07,750,63,4331,515,3358.21999999999
2019-02-08,882,90,4443,624,5277.9199999999855
2019-02-10,624,24,2154,430,1859.3600000000054
2019-02-11,909,47,4308,642,3763.7599999999984
2019-02-12,1111,64,5866,728,6739.74999999999
2019-02-13,1050,63,6671,627,3541.759999999981
2019-02-14,1608,66,7691,847,7366.910000000014
2019-02-15,766,59,4408,552,2785.3199999999897
2019-02-17,864,29,3472,595,2721.2899999999922
2019-02-18,1102,45,4973,715,15973.820000000102
2019-02-19,1546,61,8100,890,5502.539999999975
2019-02-20,1528,64,7488,849,7000.900000000005
2019-02-21,1219,62,7477,758,4793.929999999977
2019-02-22,911,46,6670,575,3224.0399999999863
2019-02-24,797,33,3516,555,2391.3799999999997
2019-02-25,1628,53,6390,905,7588.599999999985
2019-02-26,1051,55,5388,681,4281.159999999984
2019-02-27,890,64,5734,534,3314.7999999999847
2019-02-28,1222,75,5888,749,5017.239999999984
2019-03-01,950,48,5184,669,2668.859999999988
2019-03-03,844,35,3385,520,2845.039999999994
2019-03-04,1905,98,7548,1040,10432.370000000068
2019-03-05,1491,56,7888,858,5006.219999999979
2019-03-06,1155,75,6184,743,4398.749999999988
2019-03-07,954,81,5514,590,3128.4899999999825
2019-03-08,873,59,5152,573,3440.3899999999826
2019-03-10,519,16,1854,411,1320.8100000000024
2019-03-11,924,51,4778,604,3105.1399999999876
2019-03-12,1155,57,5649,671,5476.629999999986
2019-03-13,786,54,5237,546,2682.4699999999934
2019-03-14,1907,80,7885,1029,8037.2999999999865
2019-03-15,1259,70,6268,743,16580.2200000001
2019-03-17,1388,58,7259,838,4735.409999999989
2019-03-18,999,64,6503,617,2739.659999999995
2019-03-19,2207,75,8437,1129,9746.830000000124
2019-03-20,1185,80,6192,748,4356.139999999982
2019-03-21,1460,85,8128,757,4163.839999999966
2019-03-22,1178,57,5100,756,4880.169999999987
2019-03-24,725,43,3132,506,2087.310000000004
2019-03-25,1462,74,6583,847,9035.97
2019-03-26,1852,92,9835,964,8698.989999999945
2019-03-27,1509,113,8680,871,4836.009999999977
2019-03-28,1633,87,7920,867,8671.509999999982
2019-03-29,1162,99,6706,715,3993.719999999971
2019-03-31,731,22,2723,526,1788.1600000000062
2019-04-01,1608,69,7418,894,6172.0499999999765
2019-04-02,1077,86,5684,702,3566.9099999999794
2019-04-03,1056,87,5315,717,3592.3999999999915
2019-04-04,1382,72,5836,785,4232.259999999972
2019-04-05,1300,129,7481,830,8560.59999999999
2019-04-07,914,36,3806,617,3017.479999999987
2019-04-08,1102,65,7459,712,3059.629999999995
2019-04-09,1099,78,7897,632,3524.2599999999898
2019-04-10,985,76,6902,638,2762.4099999999958
2019-04-11,1445,99,9698,723,4738.169999999965
2019-04-12,1406,52,6339,693,8310.720999999987
2019-04-14,912,41,5080,595,2514.740000000002
2019-04-15,3178,91,10373,1277,11835.27999999993
2019-04-16,1755,68,8051,949,6621.659999999987
2019-04-17,990,84,7407,591,3096.9699999999966
2019-04-18,1746,105,8442,932,8782.31
2019-04-23,1821,80,8919,907,8178.899999999989
2019-04-24,1255,88,7357,778,4042.96999999999
2019-04-25,1114,95,7160,716,4442.669999999979
2019-04-28,419,20,2236,339,1218.1400000000017
2019-04-30,1323,115,6464,763,28102.51000000032
2019-05-01,1081,70,7001,673,3385.3599999999865
2019-05-02,1677,102,8452,871,5740.319999999961
2019-05-03,1979,107,10093,1020,6952.629999999966
2019-05-05,1394,64,6582,690,4009.0099999999734
2019-05-06,1673,77,8622,849,8448.499999999973
2019-05-07,2424,108,10134,896,15023.87000000014
2019-05-08,1556,89,9128,803,5432.379999999964
2019-05-09,1554,90,8739,858,5813.479999999974
2019-05-10,1249,70,7105,703,4433.499999999975
2019-05-12,781,29,3300,562,2108.4200000000033
2019-05-13,1446,80,8094,751,20236.7000000001
2019-05-14,1705,111,8907,863,8802.659999999996
2019-05-15,1271,83,8062,699,4857.109999999973
2019-05-16,1702,110,9924,821,6706.61999999997
2019-05-17,1071,84,7700,601,3619.8999999999864
2019-05-19,1422,58,8325,815,4120.029999999982
2019-05-20,1423,102,6912,787,5662.039999999973
2019-05-21,1718,97,8306,925,7171.0599999999595
2019-05-22,1199,84,6292,666,4045.429999999986
2019-05-23,811,65,4766,507,3699.7699999999863
2019-05-24,1077,82,5987,630,4901.589999999986
2019-05-26,602,24,2389,425,1598.000000000007
2019-05-28,1115,52,5345,680,4440.859999999988
2019-05-29,1381,57,4936,808,5588.869999999968
2019-05-30,1401,80,7016,805,6591.09
2019-05-31,777,47,4204,529,2894.5399999999977
2019-06-02,1345,62,7218,669,4123.9799999999905
2019-06-03,1088,66,6139,685,4130.1899999999805
2019-06-04,1847,93,9290,981,6505.889999999971
2019-06-05,2090,102,10154,962,10134.770000000053
2019-06-06,1596,96,8993,913,6661.899999999952
2019-06-07,990,88,4990,643,44136.55999999961
2019-06-09,1048,38,4526,641,2985.2199999999943
2019-06-10,1216,79,5934,777,5095.989999999984
2019-06-11,1585,65,7101,879,6428.1599999999835
2019-06-12,1445,80,6133,833,6763.239999999982
2019-06-13,1382,99,8617,818,4830.85999999998
2019-06-14,771,56,4941,501,2340.1000000000013
2019-06-16,1062,57,5876,686,3093.539999999994
2019-06-17,1677,88,6711,913,7741.979999999985
2019-06-18,1330,78,6033,786,5835.829999999976
2019-06-19,892,59,5964,603,2457.0100000000066
2019-06-20,1849,81,9478,942,5968.249999999938
2019-06-21,907,54,5211,602,13711.700000000017
2019-06-23,675,33,2423,534,2460.380000000001
2019-06-24,1126,58,4727,708,4466.990000000003
2019-06-25,932,80,5477,611,4991.259999999991
2019-06-26,1274,62,5702,965,4610.999999999995
2019-06-27,1487,72,8230,897,5128.019999999965
2019-06-28,923,62,4674,565,3096.1999999999994
2019-06-30,602,27,2534,423,1793.9800000000089
2019-07-01,2050,55,7898,1078,8135.050000000001
2019-07-02,2142,84,9667,1137,9084.939999999995
2019-07-03,1690,72,8082,975,4832.229999999993
2019-07-04,1832,83,9782,1036,6223.269999999956
2019-07-05,1396,85,6383,822,6792.049999999977
2019-07-07,820,29,2840,604,1976.1400000000062
2019-07-08,1314,62,6871,858,3823.839999999992
2019-07-09,1547,58,6341,934,6185.209999999995
2019-07-10,1494,58,7037,907,15525.800000000025
2019-07-11,1498,81,7573,892,4781.369999999975
2019-07-12,1077,57,4406,822,3947.0899999999865
2019-07-14,1181,50,5990,732,3153.549999999993
2019-07-15,2032,102,8065,1116,26946.799999999945
2019-07-16,1202,71,8592,715,3879.8599999999938
2019-07-17,1916,70,8798,1035,10670.400000000072
2019-07-18,1430,99,9516,847,6162.869999999998
2019-07-19,1212,56,6108,863,3866.320000000009
2019-07-21,1036,59,6334,629,2974.189999999991
2019-07-22,1804,63,7985,983,7403.84999999998
2019-07-23,1234,81,7348,768,3888.3709999999846
2019-07-24,1106,80,6028,724,3477.5299999999897
2019-07-25,1277,115,8757,767,3967.239999999982
2019-07-26,1056,67,6911,652,3378.2099999999914
2019-07-28,1093,38,5220,721,2656.699999999998
2019-07-29,1124,49,6324,735,4124.819999999979
2019-07-30,1007,52,5495,699,15260.120000000034
2019-07-31,1522,79,9187,858,4844.039999999961
