date,purchases,revenue,total_views,unique_invoices,unique_streams,year_month
2018-02-23,0,0.0,0,0,0,2018-02
2018-02-24,0,0.0,0,0,0,2018-02
2018-02-25,6,33.4,8,1,6,2018-02
2018-02-26,15,57.09,168,1,15,2018-02
2018-02-27,0,0.0,0,0,0,2018-02
2018-02-28,0,0.0,0,0,0,2018-02
2018-03-01,0,0.0,0,0,0,2018-03
2018-03-02,0,0.0,0,0,0,2018-03
2018-03-03,0,0.0,0,0,0,2018-03
2018-03-04,0,0.0,0,0,0,2018-03
2018-03-05,0,0.0,0,0,0,2018-03
2018-03-06,25,79.75999999999999,243,1,25,2018-03
2018-03-07,0,0.0,0,0,0,2018-03
2018-03-08,0,0.0,0,0,0,2018-03
2018-03-09,0,0.0,0,0,0,2018-03
2018-03-10,0,0.0,0,0,0,2018-03
2018-03-11,0,0.0,0,0,0,2018-03
2018-03-12,0,0.0,0,0,0,2018-03
2018-03-13,0,0.0,0,0,0,2018-03
2018-03-14,0,0.0,0,0,0,2018-03
2018-03-15,0,0.0,0,0,0,2018-03
2018-03-16,0,0.0,0,0,0,2018-03
2018-03-17,0,0.0,0,0,0,2018-03
2018-03-18,0,0.0,0,0,0,2018-03
2018-03-19,0,0.0,0,0,0,2018-03
2018-03-20,0,0.0,0,0,0,2018-03
2018-03-21,0,0.0,0,0,0,2018-03
2018-03-22,39,139.22999999999996,332,2,38,2018-03
2018-03-23,0,0.0,0,0,0,2018-03
2018-03-24,0,0.0,0,0,0,2018-03
2018-03-25,0,0.0,0,0,0,2018-03
2018-03-26,13,28.02,33,2,10,2018-03
2018-03-27,0,0.0,0,0,0,2018-03
2018-03-28,3,7.8500000000000005,10,1,3,2018-03
2018-03-29,0,0.0,0,0,0,2018-03
2018-03-30,0,0.0,0,0,0,2018-03
2018-03-31,0,0.0,0,0,0,2018-03
2018-04-01,0,0.0,0,0,0,2018-04
2018-04-02,0,0.0,0,0,0,2018-04
2018-04-03,0,0.0,0,0,0,2018-04
2018-04-04,0,0.0,0,0,0,2018-04
2018-04-05,0,0.0,0,0,0,2018-04
2018-04-06,0,0.0,0,0,0,2018-04
2018-04-07,0,0.0,0,0,0,2018-04
2018-04-08,0,0.0,0,0,0,2018-04
2018-04-09,0,0.0,0,0,0,2018-04
2018-04-10,28,128.27,192,2,28,2018-04
2018-04-11,1,12.75,4,1,1,2018-04
2018-04-12,8,37.86,83,1,8,2018-04
2018-04-13,0,0.0,0,0,0,2018-04
2018-04-14,0,0.0,0,0,0,2018-04
2018-04-15,0,0.0,0,0,0,2018-04
2018-04-16,0,0.0,0,0,0,2018-04
2018-04-17,0,0.0,0,0,0,2018-04
2018-04-18,0,0.0,0,0,0,2018-04
2018-04-19,0,0.0,0,0,0,2018-04
2018-04-20,0,0.0,0,0,0,2018-04
2018-04-21,0,0.0,0,0,0,2018-04
2018-04-22,0,0.0,0,0,0,2018-04
2018-04-23,0,0.0,0,0,0,2018-04
2018-04-24,0,0.0,0,0,0,2018-04
2018-04-25,0,0.0,0,0,0,2018-04
2018-04-26,0,0.0,0,0,0,2018-04
2018-04-27,0,0.0,0,0,0,2018-04
2018-04-28,0,0.0,0,0,0,2018-04
2018-04-29,0,0.0,0,0,0,2018-04
2018-04-30,0,0.0,0,0,0,2018-04
2018-05-01,41,397.7,359,3,39,2018-05
2018-05-02,0,0.0,0,0,0,2018-05
2018-05-03,0,0.0,0,0,0,2018-05
2018-05-04,0,0.0,0,0,0,2018-05
2018-05-05,0,0.0,0,0,0,2018-05
2018-05-06,0,0.0,0,0,0,2018-05
2018-05-07,0,0.0,0,0,0,2018-05
2018-05-08,0,0.0,0,0,0,2018-05
2018-05-09,0,0.0,0,0,0,2018-05
2018-05-10,32,107.19,276,2,32,2018-05
2018-05-11,0,0.0,0,0,0,2018-05
2018-05-12,0,0.0,0,0,0,2018-05
2018-05-13,0,0.0,0,0,0,2018-05
2018-05-14,0,0.0,0,0,0,2018-05
2018-05-15,0,0.0,0,0,0,2018-05
2018-05-16,0,0.0,0,0,0,2018-05
2018-05-17,0,0.0,0,0,0,2018-05
2018-05-18,0,0.0,0,0,0,2018-05
2018-05-19,0,0.0,0,0,0,2018-05
2018-05-20,0,0.0,0,0,0,2018-05
2018-05-21,0,0.0,0,0,0,2018-05
2018-05-22,0,0.0,0,0,0,2018-05
2018-05-23,0,0.0,0,0,0,2018-05
2018-05-24,0,0.0,0,0,0,2018-05
2018-05-25,0,0.0,0,0,0,2018-05
2018-05-26,0,0.0,0,0,0,2018-05
2018-05-27,0,0.0,0,0,0,2018-05
2018-05-28,0,0.0,0,0,0,2018-05
2018-05-29,0,0.0,0,0,0,2018-05
2018-05-30,0,0.0,0,0,0,2018-05
2018-05-31,0,0.0,0,0,0,2018-05
2018-06-01,0,0.0,0,0,0,2018-06
2018-06-02,0,0.0,0,0,0,2018-06
2018-06-03,0,0.0,0,0,0,2018-06
2018-06-04,0,0.0,0,0,0,2018-06
2018-06-05,0,0.0,0,0,0,2018-06
2018-06-06,0,0.0,0,0,0,2018-06
2018-06-07,0,0.0,0,0,0,2018-06
2018-06-08,3,10.17,49,1,3,2018-06
2018-06-09,0,0.0,0,0,0,2018-06
2018-06-10,0,0.0,0,0,0,2018-06
2018-06-11,0,0.0,0,0,0,2018-06
2018-06-12,0,0.0,0,0,0,2018-06
2018-06-13,22,69.44000000000001,233,1,22,2018-06
2018-06-14,0,0.0,0,0,0,2018-06
2018-06-15,0,0.0,0,0,0,2018-06
2018-06-16,0,0.0,0,0,0,2018-06
2018-06-17,0,0.0,0,0,0,2018-06
2018-06-18,0,0.0,0,0,0,2018-06
2018-06-19,0,0.0,0,0,0,2018-06
2018-06-20,0,0.0,0,0,0,2018-06
2018-06-21,0,0.0,0,0,0,2018-06
2018-06-22,0,0.0,0,0,0,2018-06
2018-06-23,0,0.0,0,0,0,2018-06
2018-06-24,0,0.0,0,0,0,2018-06
2018-06-25,0,0.0,0,0,0,2018-06
2018-06-26,0,0.0,0,0,0,2018-06
2018-06-27,0,0.0,0,0,0,2018-06
2018-06-28,0,0.0,0,0,0,2018-06
2018-06-29,0,0.0,0,0,0,2018-06
2018-06-30,0,0.0,0,0,0,2018-06
2018-07-01,0,0.0,0,0,0,2018-07
2018-07-02,0,0.0,0,0,0,2018-07
2018-07-03,0,0.0,0,0,0,2018-07
2018-07-04,0,0.0,0,0,0,2018-07
2018-07-05,0,0.0,0,0,0,2018-07
2018-07-06,0,0.0,0,0,0,2018-07
2018-07-07,0,0.0,0,0,0,2018-07
2018-07-08,0,0.0,0,0,0,2018-07
2018-07-09,0,0.0,0,0,0,2018-07
2018-07-10,0,0.0,0,0,0,2018-07
2018-07-11,0,0.0,0,0,0,2018-07
2018-07-12,0,0.0,0,0,0,2018-07
2018-07-13,0,0.0,0,0,0,2018-07
2018-07-14,0,0.0,0,0,0,2018-07
2018-07-15,0,0.0,0,0,0,2018-07
2018-07-16,0,0.0,0,0,0,2018-07
2018-07-17,0,0.0,0,0,0,2018-07
2018-07-18,0,0.0,0,0,0,2018-07
2018-07-19,4,34.65,29,1,4,2018-07
2018-07-20,0,0.0,0,0,0,2018-07
2018-07-21,0,0.0,0,0,0,2018-07
2018-07-22,0,0.0,0,0,0,2018-07
2018-07-23,0,0.0,0,0,0,2018-07
2018-07-24,14,41.32,143,2,14,2018-07
2018-07-25,53,151.47,328,1,50,2018-07
2018-07-26,0,0.0,0,0,0,2018-07
2018-07-27,0,0.0,0,0,0,2018-07
2018-07-28,0,0.0,0,0,0,2018-07
2018-07-29,0,0.0,0,0,0,2018-07
2018-07-30,0,0.0,0,0,0,2018-07
2018-07-31,1,25.0,5,1,1,2018-07
2018-08-01,0,0.0,0,0,0,2018-08
2018-08-02,0,0.0,0,0,0,2018-08
2018-08-03,0,0.0,0,0,0,2018-08
2018-08-04,0,0.0,0,0,0,2018-08
2018-08-05,0,0.0,0,0,0,2018-08
2018-08-06,0,0.0,0,0,0,2018-08
2018-08-07,0,0.0,0,0,0,2018-08
2018-08-08,0,0.0,0,0,0,2018-08
2018-08-09,14,16.38,111,1,14,2018-08
2018-08-10,5,28.95,18,1,4,2018-08
2018-08-11,0,0.0,0,0,0,2018-08
2018-08-12,0,0.0,0,0,0,2018-08
2018-08-13,0,0.0,0,0,0,2018-08
2018-08-14,0,0.0,0,0,0,2018-08
2018-08-15,0,0.0,0,0,0,2018-08
2018-08-16,3,16.5,4,1,3,2018-08
2018-08-17,0,0.0,0,0,0,2018-08
2018-08-18,0,0.0,0,0,0,2018-08
2018-08-19,11,20.09,89,1,11,2018-08
2018-08-20,0,0.0,0,0,0,2018-08
2018-08-21,0,0.0,0,0,0,2018-08
2018-08-22,0,0.0,0,0,0,2018-08
2018-08-23,0,0.0,0,0,0,2018-08
2018-08-24,0,0.0,0,0,0,2018-08
2018-08-25,0,0.0,0,0,0,2018-08
2018-08-26,0,0.0,0,0,0,2018-08
2018-08-27,0,0.0,0,0,0,2018-08
2018-08-28,27,105.16,281,1,27,2018-08
2018-08-29,0,0.0,0,0,0,2018-08
2018-08-30,0,0.0,0,0,0,2018-08
2018-08-31,1,4.95,2,1,1,2018-08
2018-09-01,0,0.0,0,0,0,2018-09
2018-09-02,0,0.0,0,0,0,2018-09
2018-09-03,41,112.05,376,1,41,2018-09
2018-09-04,0,0.0,0,0,0,2018-09
2018-09-05,0,0.0,0,0,0,2018-09
2018-09-06,0,0.0,0,0,0,2018-09
2018-09-07,0,0.0,0,0,0,2018-09
2018-09-08,0,0.0,0,0,0,2018-09
2018-09-09,0,0.0,0,0,0,2018-09
2018-09-10,0,0.0,0,0,0,2018-09
2018-09-11,5,7.700000000000001,70,1,5,2018-09
2018-09-12,24,82.51,227,1,24,2018-09
2018-09-13,0,0.0,0,0,0,2018-09
2018-09-14,69,211.8,584,2,68,2018-09
2018-09-15,0,0.0,0,0,0,2018-09
2018-09-16,0,0.0,0,0,0,2018-09
2018-09-17,0,0.0,0,0,0,2018-09
2018-09-18,0,0.0,0,0,0,2018-09
2018-09-19,2,3.0999999999999996,6,1,2,2018-09
2018-09-20,0,0.0,0,0,0,2018-09
2018-09-21,0,0.0,0,0,0,2018-09
2018-09-22,0,0.0,0,0,0,2018-09
2018-09-23,0,0.0,0,0,0,2018-09
2018-09-24,0,0.0,0,0,0,2018-09
2018-09-25,0,0.0,0,0,0,2018-09
2018-09-26,25,99.47,240,1,25,2018-09
2018-09-27,0,0.0,0,0,0,2018-09
2018-09-28,11,49.71,105,1,11,2018-09
2018-09-29,0,0.0,0,0,0,2018-09
2018-09-30,14,26.040000000000006,185,1,14,2018-09
2018-10-01,0,0.0,0,0,0,2018-10
2018-10-02,59,106.52,134,1,56,2018-10
2018-10-03,0,0.0,0,0,0,2018-10
2018-10-04,0,0.0,0,0,0,2018-10
2018-10-05,0,0.0,0,0,0,2018-10
2018-10-06,0,0.0,0,0,0,2018-10
2018-10-07,0,0.0,0,0,0,2018-10
2018-10-08,0,0.0,0,0,0,2018-10
2018-10-09,0,0.0,0,0,0,2018-10
2018-10-10,51,135.17999999999998,510,1,51,2018-10
2018-10-11,8,25.339999999999996,119,1,8,2018-10
2018-10-12,20,55.34000000000001,144,1,20,2018-10
2018-10-13,0,0.0,0,0,0,2018-10
2018-10-14,0,0.0,0,0,0,2018-10
2018-10-15,1,220.0,1,1,1,2018-10
2018-10-16,16,47.45,92,2,8,2018-10
2018-10-17,16,72.06,126,1,16,2018-10
2018-10-18,0,0.0,0,0,0,2018-10
2018-10-19,20,58.489999999999995,194,1,20,2018-10
2018-10-20,0,0.0,0,0,0,2018-10
2018-10-21,0,0.0,0,0,0,2018-10
2018-10-22,0,0.0,0,0,0,2018-10
2018-10-23,0,0.0,0,0,0,2018-10
2018-10-24,0,0.0,0,0,0,2018-10
2018-10-25,0,0.0,0,0,0,2018-10
2018-10-26,0,0.0,0,0,0,2018-10
2018-10-27,0,0.0,0,0,0,2018-10
2018-10-28,0,0.0,0,0,0,2018-10
2018-10-29,0,0.0,0,0,0,2018-10
2018-10-30,13,118.7,33,1,13,2018-10
2018-10-31,0,0.0,0,0,0,2018-10
2018-11-01,12,99.25,91,2,12,2018-11
2018-11-02,13,41.7,119,1,13,2018-11
2018-11-03,0,0.0,0,0,0,2018-11
2018-11-04,0,0.0,0,0,0,2018-11
2018-11-05,0,0.0,0,0,0,2018-11
2018-11-06,16,44.22,86,2,8,2018-11
2018-11-07,0,0.0,0,0,0,2018-11
2018-11-08,0,0.0,0,0,0,2018-11
2018-11-09,0,0.0,0,0,0,2018-11
2018-11-10,0,0.0,0,0,0,2018-11
2018-11-11,0,0.0,0,0,0,2018-11
2018-11-12,0,0.0,0,0,0,2018-11
2018-11-13,0,0.0,0,0,0,2018-11
2018-11-14,0,0.0,0,0,0,2018-11
2018-11-15,0,0.0,0,0,0,2018-11
2018-11-16,5,67.60000000000001,23,1,5,2018-11
2018-11-17,0,0.0,0,0,0,2018-11
2018-11-18,0,0.0,0,0,0,2018-11
2018-11-19,0,0.0,0,0,0,2018-11
2018-11-20,0,0.0,0,0,0,2018-11
2018-11-21,0,0.0,0,0,0,2018-11
2018-11-22,0,0.0,0,0,0,2018-11
2018-11-23,31,118.89999999999999,287,2,31,2018-11
2018-11-24,0,0.0,0,0,0,2018-11
2018-11-25,0,0.0,0,0,0,2018-11
2018-11-26,0,0.0,0,0,0,2018-11
2018-11-27,0,0.0,0,0,0,2018-11
2018-11-28,0,0.0,0,0,0,2018-11
2018-11-29,0,0.0,0,0,0,2018-11
2018-11-30,10,15.699999999999998,93,1,5,2018-11
2018-12-01,0,0.0,0,0,0,2018-12
2018-12-02,0,0.0,0,0,0,2018-12
2018-12-03,0,0.0,0,0,0,2018-12
2018-12-04,0,0.0,0,0,0,2018-12
2018-12-05,0,0.0,0,0,0,2018-12
2018-12-06,80,257.94,134,1,40,2018-12
2018-12-07,0,0.0,0,0,0,2018-12
2018-12-08,0,0.0,0,0,0,2018-12
2018-12-09,0,0.0,0,0,0,2018-12
2018-12-10,20,97.14,175,1,20,2018-12
2018-12-11,0,0.0,0,0,0,2018-12
2018-12-12,0,0.0,0,0,0,2018-12
2018-12-13,0,0.0,0,0,0,2018-12
2018-12-14,10,16.8,100,1,10,2018-12
2018-12-15,0,0.0,0,0,0,2018-12
2018-12-16,0,0.0,0,0,0,2018-12
2018-12-17,0,0.0,0,0,0,2018-12
2018-12-18,0,0.0,0,0,0,2018-12
2018-12-19,0,0.0,0,0,0,2018-12
2018-12-20,0,0.0,0,0,0,2018-12
2018-12-21,0,0.0,0,0,0,2018-12
2018-12-22,0,0.0,0,0,0,2018-12
2018-12-23,0,0.0,0,0,0,2018-12
2018-12-24,0,0.0,0,0,0,2018-12
2018-12-25,0,0.0,0,0,0,2018-12
2018-12-26,0,0.0,0,0,0,2018-12
2018-12-27,0,0.0,0,0,0,2018-12
2018-12-28,0,0.0,0,0,0,2018-12
2018-12-29,0,0.0,0,0,0,2018-12
2018-12-30,0,0.0,0,0,0,2018-12
2018-12-31,0,0.0,0,0,0,2018-12
2019-01-01,0,0.0,0,0,0,2019-01
2019-01-02,0,0.0,0,0,0,2019-01
2019-01-03,1,1126.0,3,1,1,2019-01
2019-01-04,98,286.64,536,1,98,2019-01
2019-01-05,0,0.0,0,0,0,2019-01
2019-01-06,0,0.0,0,0,0,2019-01
2019-01-07,93,401.59999999999997,592,1,93,2019-01
2019-01-08,35,131.34,368,2,35,2019-01
2019-01-09,0,0.0,0,0,0,2019-01
2019-01-10,0,0.0,0,0,0,2019-01
2019-01-11,0,0.0,0,0,0,2019-01
2019-01-12,0,0.0,0,0,0,2019-01
2019-01-13,0,0.0,0,0,0,2019-01
2019-01-14,0,0.0,0,0,0,2019-01
2019-01-15,29,95.6,269,1,29,2019-01
2019-01-16,23,64.79,48,1,23,2019-01
2019-01-17,1,10.95,4,1,1,2019-01
2019-01-18,0,0.0,0,0,0,2019-01
2019-01-19,0,0.0,0,0,0,2019-01
2019-01-20,0,0.0,0,0,0,2019-01
2019-01-21,11,45.730000000000004,87,1,11,2019-01
2019-01-22,0,0.0,0,0,0,2019-01
2019-01-23,0,0.0,0,0,0,2019-01
2019-01-24,94,2117.45,596,2,94,2019-01
2019-01-25,0,0.0,0,0,0,2019-01
2019-01-26,0,0.0,0,0,0,2019-01
2019-01-27,0,0.0,0,0,0,2019-01
2019-01-28,0,0.0,0,0,0,2019-01
2019-01-29,12,49.45,102,1,12,2019-01
2019-01-30,0,0.0,0,0,0,2019-01
2019-01-31,31,165.07,171,1,31,2019-01
2019-02-01,0,0.0,0,0,0,2019-02
2019-02-02,0,0.0,0,0,0,2019-02
2019-02-03,0,0.0,0,0,0,2019-02
2019-02-04,0,0.0,0,0,0,2019-02
2019-02-05,0,0.0,0,0,0,2019-02
2019-02-06,40,183.93,277,1,40,2019-02
2019-02-07,0,0.0,0,0,0,2019-02
2019-02-08,0,0.0,0,0,0,2019-02
2019-02-09,0,0.0,0,0,0,2019-02
2019-02-10,0,0.0,0,0,0,2019-02
2019-02-11,13,52.470000000000006,152,1,13,2019-02
2019-02-12,0,0.0,0,0,0,2019-02
2019-02-13,0,0.0,0,0,0,2019-02
2019-02-14,0,0.0,0,0,0,2019-02
2019-02-15,4,20.8,7,1,4,2019-02
2019-02-16,0,0.0,0,0,0,2019-02
2019-02-17,0,0.0,0,0,0,2019-02
2019-02-18,0,0.0,0,0,0,2019-02
2019-02-19,0,0.0,0,0,0,2019-02
2019-02-20,0,0.0,0,0,0,2019-02
2019-02-21,0,0.0,0,0,0,2019-02
2019-02-22,0,0.0,0,0,0,2019-02
2019-02-23,0,0.0,0,0,0,2019-02
2019-02-24,0,0.0,0,0,0,2019-02
2019-02-25,0,0.0,0,0,0,2019-02
2019-02-26,0,0.0,0,0,0,2019-02
2019-02-27,0,0.0,0,0,0,2019-02
2019-02-28,0,0.0,0,0,0,2019-02
2019-03-01,23,89.39,212,2,22,2019-03
2019-03-02,0,0.0,0,0,0,2019-03
2019-03-03,0,0.0,0,0,0,2019-03
2019-03-04,3,22.5,6,1,3,2019-03
2019-03-05,0,0.0,0,0,0,2019-03
2019-03-06,0,0.0,0,0,0,2019-03
2019-03-07,0,0.0,0,0,0,2019-03
2019-03-08,0,0.0,0,0,0,2019-03
2019-03-09,0,0.0,0,0,0,2019-03
2019-03-10,0,0.0,0,0,0,2019-03
2019-03-11,0,0.0,0,0,0,2019-03
2019-03-12,0,0.0,0,0,0,2019-03
2019-03-13,61,331.45,366,2,58,2019-03
2019-03-14,0,0.0,0,0,0,2019-03
2019-03-15,0,0.0,0,0,0,2019-03
2019-03-16,0,0.0,0,0,0,2019-03
2019-03-17,0,0.0,0,0,0,2019-03
2019-03-18,0,0.0,0,0,0,2019-03
2019-03-19,44,195.98999999999998,335,1,44,2019-03
2019-03-20,0,0.0,0,0,0,2019-03
2019-03-21,34,108.13,411,1,34,2019-03
2019-03-22,34,115.25,319,1,34,2019-03
2019-03-23,0,0.0,0,0,0,2019-03
2019-03-24,0,0.0,0,0,0,2019-03
2019-03-25,5,7.65,48,1,5,2019-03
2019-03-26,0,0.0,0,0,0,2019-03
2019-03-27,0,0.0,0,0,0,2019-03
2019-03-28,0,0.0,0,0,0,2019-03
2019-03-29,0,0.0,0,0,0,2019-03
2019-03-30,0,0.0,0,0,0,2019-03
2019-03-31,0,0.0,0,0,0,2019-03
2019-04-01,0,0.0,0,0,0,2019-04
2019-04-02,0,0.0,0,0,0,2019-04
2019-04-03,0,0.0,0,0,0,2019-04
2019-04-04,0,0.0,0,0,0,2019-04
2019-04-05,0,0.0,0,0,0,2019-04
2019-04-06,0,0.0,0,0,0,2019-04
2019-04-07,0,0.0,0,0,0,2019-04
2019-04-08,15,63.38000000000001,116,1,15,2019-04
2019-04-09,0,0.0,0,0,0,2019-04
2019-04-10,0,0.0,0,0,0,2019-04
2019-04-11,0,0.0,0,0,0,2019-04
2019-04-12,0,0.0,0,0,0,2019-04
2019-04-13,0,0.0,0,0,0,2019-04
2019-04-14,0,0.0,0,0,0,2019-04
2019-04-15,0,0.0,0,0,0,2019-04
2019-04-16,0,0.0,0,0,0,2019-04
2019-04-17,0,0.0,0,0,0,2019-04
2019-04-18,58,261.22,389,1,58,2019-04
2019-04-19,0,0.0,0,0,0,2019-04
2019-04-20,0,0.0,0,0,0,2019-04
2019-04-21,0,0.0,0,0,0,2019-04
2019-04-22,0,0.0,0,0,0,2019-04
2019-04-23,0,0.0,0,0,0,2019-04
2019-04-24,0,0.0,0,0,0,2019-04
2019-04-25,23,72.04999999999998,218,1,23,2019-04
2019-04-26,0,0.0,0,0,0,2019-04
2019-04-27,0,0.0,0,0,0,2019-04
2019-04-28,0,0.0,0,0,0,2019-04
2019-04-29,0,0.0,0,0,0,2019-04
2019-04-30,0,0.0,0,0,0,2019-04
2019-05-01,41,108.67999999999999,455,1,41,2019-05
2019-05-02,0,0.0,0,0,0,2019-05
2019-05-03,15,113.10000000000001,88,1,15,2019-05
2019-05-04,0,0.0,0,0,0,2019-05
2019-05-05,0,0.0,0,0,0,2019-05
2019-05-06,0,0.0,0,0,0,2019-05
2019-05-07,0,0.0,0,0,0,2019-05
2019-05-08,0,0.0,0,0,0,2019-05
2019-05-09,0,0.0,0,0,0,2019-05
2019-05-10,0,0.0,0,0,0,2019-05
2019-05-11,0,0.0,0,0,0,2019-05
2019-05-12,0,0.0,0,0,0,2019-05
2019-05-13,0,0.0,0,0,0,2019-05
2019-05-14,0,0.0,0,0,0,2019-05
2019-05-15,0,0.0,0,0,0,2019-05
2019-05-16,0,0.0,0,0,0,2019-05
2019-05-17,0,0.0,0,0,0,2019-05
2019-05-18,0,0.0,0,0,0,2019-05
2019-05-19,0,0.0,0,0,0,2019-05
2019-05-20,0,0.0,0,0,0,2019-05
2019-05-21,0,0.0,0,0,0,2019-05
2019-05-22,0,0.0,0,0,0,2019-05
2019-05-23,2,28.85,11,1,2,2019-05
2019-05-24,0,0.0,0,0,0,2019-05
2019-05-25,0,0.0,0,0,0,2019-05
2019-05-26,0,0.0,0,0,0,2019-05
2019-05-27,0,0.0,0,0,0,2019-05
2019-05-28,47,169.03,422,1,47,2019-05
2019-05-29,0,0.0,0,0,0,2019-05
2019-05-30,0,0.0,0,0,0,2019-05
